employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-41774346,Chris,Mitchell,Female,New York,Rochester,2023-04-16,Operations,Logistics Coordinator,Bachelor,58107,Good,No,1999-07-03,2016-03-16
00-33763566,Matthew,Orozco,Male,Illinois,Chicago,2023-02-01,Sales,Sales Specialist,Master,82237,Good,Yes,1998-02-21,2024-01-16
00-13326769,Devon,Hall,Female,Michigan,Detroit,2017-09-27,Operations,Logistics Coordinator,Bachelor,60125,Satisfactory,Yes,1973-05-22,2016-06-24
00-54585178,Eric,Lewis,Female,North Carolina,Raleigh,2023-06-11,Customer Service,Support Specialist,Bachelor,58859,Good,No,1980-07-08,2015-08-26
00-65259205,Rick,Daniels,Female,Illinois,Aurora,2023-06-11,Operations,Operations Analyst,Bachelor,65127,Good,Yes,1996-01-16,2016-04-10
00-43308443,Bryan,Wall,Female,New York,Buffalo,2017-06-01,IT,IT Support Specialist,Bachelor,60318,Satisfactory,No,1991-02-14,2023-01-22
00-24508349,Rebecca,Silva,Female,New York,Rochester,2018-09-28,Marketing,SEO Specialist,High School,84649,Satisfactory,Yes,1973-08-15,2021-08-20
00-15197528,Andrew,Gilmore,Female,New York,Buffalo,2023-08-12,Sales,Sales Representative,Bachelor,57729,Needs Improvement,No,1985-02-19,2016-05-06
00-39854548,Omar,Smith,Male,Pennsylvania,Pittsburgh,2017-05-17,IT,IT Support Specialist,High School,60547,Good,No,2000-10-25,2015-08-25
00-71780854,Kenneth,Price,Male,Illinois,Aurora,2018-12-13,Sales,Sales Specialist,Master,84227,Excellent,No,1978-02-27,2018-06-20
00-40547349,Stephanie,Barnes,Male,Virginia,Norfolk,2017-10-18,Operations,Logistics Coordinator,Bachelor,68933,Good,No,1981-03-15,2016-01-25
00-98588154,Jessica,Marsh,Male,Pennsylvania,Allentown,2017-12-15,Customer Service,Support Specialist,Bachelor,62420,Satisfactory,Yes,1997-06-05,2019-07-04
00-54058573,Jeffrey,Robinson,Male,New York,Rochester,2017-06-19,Marketing,Content Creator,High School,67159,Good,Yes,1977-01-09,2023-05-22
00-19317495,Todd,Price,Female,New York,New York City,2024-09-16,Customer Service,Customer Service Representative,High School,61446,Good,No,1998-10-22,2022-06-03
00-47463522,Erin,Powell,Female,New York,New York City,2018-03-06,Sales,Sales Specialist,Master,70422,Excellent,No,2000-02-03,2018-07-25
00-78371272,Mary,Calhoun,Male,Virginia,Virginia Beach,2019-08-30,Operations,Inventory Specialist,Bachelor,66915,Needs Improvement,Yes,1978-05-28,2017-02-28
00-81969657,Amanda,Meadows,Male,New York,Rochester,2018-08-18,Finance,Accountant,Bachelor,86128,Good,No,1999-03-26,2018-01-13
00-13704481,Anne,Johnson,Male,New York,Rochester,2016-09-06,Sales,Sales Specialist,Bachelor,74119,Satisfactory,No,2006-01-02,2015-10-17
00-45059710,Roy,Camacho,Female,Michigan,Warren,2017-03-12,Customer Service,Support Specialist,Bachelor,63481,Good,No,2001-05-08,2021-04-04
00-45630292,Brent,Gray,Female,New York,Rochester,2015-03-24,Operations,Inventory Specialist,High School,64096,Needs Improvement,Yes,1982-02-12,2020-09-29
00-90070438,Shawn,Rogers,Female,New York,New York City,2019-12-08,Operations,Inventory Specialist,High School,58486,Satisfactory,Yes,2000-12-24,2023-12-13
00-52101056,Nicholas,Walton,Female,New York,Rochester,2019-11-20,Operations,Operations Analyst,Bachelor,71870,Needs Improvement,Yes,1980-07-06,2020-08-16
00-78642041,Robert,Conley,Female,Pennsylvania,Allentown,2016-07-01,Marketing,Content Creator,Bachelor,61792,Satisfactory,No,1999-08-27,2021-12-27
00-87388337,Andrew,Ryan,Female,New York,Buffalo,2017-05-16,IT,Software Developer,Bachelor,90863,Good,No,1978-10-20,2021-11-02
00-15957459,Jeffrey,Jones,Female,North Carolina,Raleigh,2022-09-11,Sales,Sales Representative,Bachelor,56168,Good,No,1985-07-24,2019-09-12
00-10226999,Billy,Johnson,Female,New York,Buffalo,2020-04-06,Sales,Sales Specialist,Bachelor,69830,Excellent,No,1986-01-11,2015-04-15
00-82269803,James,Smith,Male,New York,Buffalo,2022-03-01,Operations,Logistics Coordinator,Bachelor,58791,Good,No,2005-04-21,2016-10-14
00-36445607,John,Wells,Male,North Carolina,Raleigh,2018-02-14,Sales,Sales Representative,Bachelor,64102,Good,Yes,1990-05-23,2015-06-20
00-19391725,Anne,Robinson,Male,New York,New York City,2024-09-28,Customer Service,Support Specialist,Bachelor,69612,Needs Improvement,No,1988-02-26,2018-12-10
00-54318698,Jonathan,Wood,Male,Michigan,Warren,2021-08-24,Finance,Accounts Payable Specialist,Bachelor,69798,Satisfactory,No,1984-12-12,2018-11-07
00-99038359,Catherine,Adkins,Female,New York,Buffalo,2023-02-14,Sales,Sales Representative,Bachelor,63852,Good,Yes,1995-11-10,2021-03-22
00-50308572,Kimberly,Martin,Female,Pennsylvania,Pittsburgh,2020-04-30,Operations,Inventory Specialist,Bachelor,55264,Satisfactory,No,1984-08-27,2022-05-11
00-99508850,Daniel,Johnson,Female,Michigan,Warren,2019-05-02,Operations,Logistics Coordinator,Bachelor,54413,Satisfactory,No,1971-08-02,2021-07-21
00-64009265,Barbara,Odonnell,Male,New York,Rochester,2022-05-26,IT,Software Developer,Bachelor,90263,Excellent,No,1987-12-10,2021-03-18
00-84411983,Randy,Espinoza,Female,New York,Buffalo,2016-01-30,Finance,Financial Analyst,Master,105692,Satisfactory,Yes,1986-12-21,2016-06-29
00-66431351,Brittany,Rivas,Male,New York,Buffalo,2022-04-05,Marketing,SEO Specialist,High School,67768,Good,No,1989-03-22,2024-02-02
00-60888017,Curtis,Barton,Female,New York,Rochester,2022-11-27,Sales,Sales Consultant,Bachelor,64401,Good,No,1993-01-16,2023-05-04
00-33357554,Gabrielle,Trujillo,Male,New York,Buffalo,2021-11-06,Operations,Inventory Specialist,Bachelor,71893,Satisfactory,No,1986-02-12,2017-12-25
00-50392808,Tonya,Patton,Male,North Carolina,Charlotte,2019-05-15,Sales,Sales Manager,Master,96584,Excellent,Yes,1974-02-12,2022-01-10
00-10054484,Amanda,Stanley,Female,Virginia,Virginia Beach,2018-01-27,Operations,Logistics Coordinator,Bachelor,63513,Needs Improvement,No,1990-10-16,2015-01-30
00-38210242,William,Peterson,Female,New York,New York City,2019-11-26,Marketing,SEO Specialist,High School,70062,Good,Yes,1964-12-22,2019-07-26
00-87844239,Robert,Henry,Male,Michigan,Warren,2021-06-18,Marketing,SEO Specialist,High School,69254,Good,Yes,1977-07-20,2021-08-06
00-53251559,Susan,Reid,Male,New York,New York City,2019-11-18,Customer Service,Support Specialist,Bachelor,71094,Good,No,1995-07-19,2016-06-08
00-69345683,Steve,Hernandez,Male,New York,Rochester,2022-03-10,Finance,Accountant,Bachelor,73841,Satisfactory,Yes,1982-09-09,2020-11-16
00-78608612,Jessica,Sheppard,Male,New York,New York City,2019-04-15,Operations,Logistics Coordinator,Bachelor,61330,Excellent,Yes,1986-10-01,2024-01-13
00-32775593,Christina,Gillespie,Male,New York,New York City,2022-10-28,Customer Service,Help Desk Technician,High School,59011,Good,No,1969-03-05,2016-02-29
00-48089166,Timothy,Graham,Male,North Carolina,Greensboro,2020-10-10,Operations,Logistics Coordinator,Bachelor,61872,Needs Improvement,No,1993-10-30,2015-08-17
00-94951883,Brittany,Morris,Female,New York,Rochester,2021-04-06,Operations,Operations Analyst,Master,89709,Satisfactory,Yes,1979-05-27,2024-09-05
00-22534217,Mariah,Miller,Female,New York,Rochester,2023-12-09,Sales,Sales Representative,Bachelor,78360,Good,Yes,1966-12-20,2022-03-05
00-41523529,Shannon,Christensen,Female,New York,Rochester,2022-08-10,Operations,Inventory Specialist,Bachelor,52986,Satisfactory,No,1983-12-03,2019-01-20
00-40150759,Cheryl,Gray,Male,New York,Buffalo,2023-01-12,Operations,Inventory Specialist,Bachelor,68738,Good,No,1965-03-21,2015-12-02
00-29777514,Troy,Nguyen,Female,New York,Buffalo,2015-07-09,Sales,Sales Consultant,Master,96515,Satisfactory,No,1984-08-17,2019-10-27
00-42862209,Jason,Salinas,Female,New York,Rochester,2024-05-12,Customer Service,Customer Service Representative,Bachelor,63453,Good,No,1983-04-04,2018-10-06
00-92043803,Joshua,Carlson,Male,Michigan,Detroit,2023-12-08,Sales,Sales Consultant,PhD,86407,Satisfactory,No,1988-09-06,2023-02-04
00-19774839,Joshua,Smith,Male,Michigan,Warren,2019-03-16,Sales,Sales Representative,Bachelor,84576,Needs Improvement,No,1985-04-06,2024-12-24
00-94525678,Christopher,Cortez,Male,Michigan,Warren,2020-07-08,Sales,Sales Representative,Bachelor,60180,Satisfactory,No,1995-02-13,2019-10-21
00-61536717,Angela,Allen,Male,New York,New York City,2020-07-03,IT,System Administrator,Bachelor,74516,Good,Yes,1998-08-13,2015-06-11
00-42747037,Debbie,Henry,Female,New York,Rochester,2017-11-04,Operations,Inventory Specialist,Bachelor,55953,Excellent,Yes,1990-07-19,2018-12-08
00-10744212,Andre,Phillips,Female,New York,Rochester,2023-06-07,Operations,Logistics Coordinator,Bachelor,60893,Excellent,No,1990-04-17,2016-06-11
00-24305904,Heather,Torres,Female,New York,Buffalo,2023-08-14,Operations,Inventory Specialist,High School,56926,Satisfactory,No,1990-04-26,2017-01-22
00-39372360,Miguel,Tran,Male,New York,New York City,2017-05-14,Sales,Sales Representative,Bachelor,82049,Satisfactory,No,1978-08-24,2019-11-09
00-79519112,Ronald,Reese,Male,New York,Rochester,2019-05-09,IT,Software Developer,Master,80248,Satisfactory,No,1985-11-17,2024-09-13
00-84813739,Michael,Chavez,Male,New York,Buffalo,2017-04-30,Customer Service,Customer Service Representative,Bachelor,62524,Satisfactory,No,1995-03-26,2015-10-29
00-26288475,John,Martinez,Male,New York,Buffalo,2019-03-16,Operations,Logistics Coordinator,Bachelor,62597,Good,No,1988-03-29,2019-11-28
00-72363359,Leslie,Newton,Male,New York,Buffalo,2022-10-24,Customer Service,Help Desk Technician,High School,77230,Good,No,1976-06-26,2024-09-11
00-85017682,Hannah,Lee,Male,Michigan,Grand Rapids,2020-10-13,Finance,Accountant,Bachelor,94951,Good,No,1973-01-13,2021-11-07
00-69401199,Todd,Hardy,Female,New York,Rochester,2021-10-23,Operations,Logistics Coordinator,Bachelor,64091,Good,No,1973-12-15,2023-09-10
00-77750178,Alicia,Campbell,Male,New York,Rochester,2019-02-09,Sales,Sales Consultant,Bachelor,73111,Satisfactory,No,1965-10-25,2018-11-28
00-83534128,Marissa,Phillips,Female,New York,Rochester,2019-05-21,Sales,Sales Specialist,Master,60067,Good,No,1972-04-13,2016-04-11
00-31361812,Harry,Smith,Male,Michigan,Warren,2022-07-27,Finance,Accountant,Bachelor,85194,Satisfactory,Yes,1998-04-06,2022-10-30
00-73709724,David,Williams,Male,New York,Buffalo,2019-01-22,Customer Service,Customer Service Representative,Bachelor,63922,Good,No,2001-05-11,2022-12-17
00-43183955,Angela,Terry,Male,New York,Buffalo,2023-02-19,IT,IT Manager,PhD,104129,Good,No,1976-04-06,2016-07-31
00-47220099,Dana,Mullins,Female,New York,Buffalo,2022-02-09,Operations,Operations Manager,Bachelor,84630,Needs Improvement,No,1979-09-13,2021-11-05
00-79967676,Monique,Andrews,Male,New York,New York City,2019-07-02,Sales,Sales Consultant,Master,82394,Needs Improvement,Yes,1989-04-09,2023-05-30
00-42111036,Timothy,Peterson,Female,New York,New York City,2017-01-20,Finance,Accountant,Bachelor,68216,Satisfactory,No,1966-04-22,2016-07-29
00-20399639,Johnny,Hensley,Female,Pennsylvania,Pittsburgh,2022-02-14,IT,System Administrator,Master,76866,Good,Yes,1987-04-19,2021-02-20
00-41473195,Lynn,Morales,Male,New York,Rochester,2017-01-29,Sales,Sales Representative,Bachelor,67959,Good,No,1968-09-13,2017-04-21
00-52910691,Barbara,Parks,Male,New York,Buffalo,2023-02-28,Sales,Sales Representative,Bachelor,81911,Satisfactory,Yes,1994-04-12,2022-05-27
00-20814950,Edward,Hart,Female,New York,Buffalo,2017-04-28,HR,HR Assistant,Bachelor,61769,Good,Yes,1985-06-01,2015-09-06
00-41039390,Christopher,Wright,Female,New York,Buffalo,2018-08-05,Customer Service,Support Specialist,High School,58465,Excellent,Yes,1989-02-16,2022-10-20
00-30509175,Kathy,Obrien,Male,New York,Buffalo,2022-11-04,Sales,Sales Consultant,Master,94264,Good,No,1974-09-07,2019-05-08
00-18620650,Christine,Rowe,Female,New York,New York City,2019-05-28,Sales,Sales Specialist,Bachelor,79154,Good,No,1971-05-29,2018-03-31
00-54410148,Shannon,Ramos,Female,New York,New York City,2020-11-30,Operations,Logistics Coordinator,Bachelor,56375,Satisfactory,No,1982-08-12,2020-08-11
00-65804273,Brianna,Patterson,Male,Virginia,Richmond,2016-08-08,Customer Service,Customer Service Representative,Bachelor,68379,Excellent,No,1976-06-16,2017-04-18
00-66390708,Christine,Lynch,Male,New York,New York City,2018-10-15,Marketing,Content Creator,Bachelor,67498,Needs Improvement,Yes,1987-01-13,2023-12-09
00-88393811,Cory,Farmer,Female,New York,Rochester,2024-08-30,Marketing,SEO Specialist,Bachelor,72491,Good,No,1989-04-12,2024-10-31
00-12621534,Jason,Guerrero,Female,New York,New York City,2023-03-02,Customer Service,Support Specialist,High School,57531,Excellent,No,2002-09-03,2019-10-26
00-87267850,John,Arnold,Female,Pennsylvania,Allentown,2018-03-02,IT,IT Support Specialist,Bachelor,62355,Excellent,No,1992-04-25,2024-02-28
00-10791358,Aaron,Hayes,Male,New York,Rochester,2024-08-18,Operations,Logistics Coordinator,Bachelor,60522,Good,Yes,1989-06-30,2024-08-16
00-50079111,Terry,Johnson,Male,New York,New York City,2022-04-22,Operations,Inventory Specialist,High School,57406,Good,Yes,1993-10-04,2015-02-04
00-66240084,Jasmine,Warner,Male,Illinois,Naperville,2020-06-25,Customer Service,Customer Service Representative,High School,55559,Satisfactory,No,1997-09-28,2019-03-26
00-83300637,Charles,Hall,Female,New York,Buffalo,2023-04-13,Customer Service,Help Desk Technician,High School,77934,Good,No,2002-09-30,2021-12-05
00-39600202,Kristin,Weber,Male,New York,Buffalo,2019-09-14,Operations,Logistics Coordinator,Bachelor,64539,Good,No,1987-06-06,2017-01-14
00-46632757,Linda,Gonzalez,Female,New York,New York City,2019-02-14,Customer Service,Support Specialist,High School,57943,Excellent,Yes,2000-02-23,2018-08-28
00-13895645,Amy,Holland,Male,New York,Buffalo,2018-12-19,Customer Service,Customer Service Representative,Bachelor,71532,Good,Yes,1977-02-12,2015-09-21
00-99774697,Joseph,Thomas,Female,New York,New York City,2022-01-24,Sales,Sales Consultant,PhD,110565,Needs Improvement,Yes,1962-05-27,2022-10-04
00-64266464,Gabriel,Parker,Female,North Carolina,Charlotte,2022-10-18,Operations,Logistics Coordinator,Bachelor,60701,Good,No,1968-03-17,2017-02-24
00-72732043,Madison,Morse,Male,New York,New York City,2024-06-19,Customer Service,Customer Service Manager,Master,78125,Good,No,1981-02-26,2016-07-29
00-93517915,David,Barker,Female,New York,New York City,2020-09-28,Customer Service,Support Specialist,Bachelor,60992,Satisfactory,Yes,1995-11-20,2015-03-23
00-62884503,Richard,Nelson,Male,New York,New York City,2020-07-28,Customer Service,Help Desk Technician,High School,59546,Good,No,1990-11-29,2015-11-19
00-98986321,Troy,Miller,Male,New York,Rochester,2015-01-16,Sales,Sales Specialist,Bachelor,81810,Satisfactory,No,1978-09-14,2019-02-18
00-96268397,Pamela,Navarro,Male,Michigan,Detroit,2019-08-23,Operations,Operations Analyst,Master,79212,Satisfactory,Yes,1984-05-25,2023-02-12
00-71968116,John,Davis,Female,New York,Rochester,2017-09-19,Finance,Accountant,Bachelor,61785,Good,No,1962-08-05,2018-07-09
00-44917589,Mary,Johnston,Female,Ohio,Columbus,2018-01-09,Marketing,SEO Specialist,Bachelor,79546,Satisfactory,No,2002-10-04,2024-10-19
00-38408562,Yvonne,Chambers,Male,Michigan,Detroit,2019-04-15,Customer Service,Customer Service Manager,PhD,95822,Needs Improvement,No,1965-12-19,2023-11-01
00-55298556,Barbara,Hines,Female,New York,Rochester,2022-03-10,IT,IT Support Specialist,High School,55650,Excellent,No,2005-03-27,2023-10-27
00-60885459,Thomas,Pearson,Female,Illinois,Naperville,2017-12-22,Marketing,Marketing Coordinator,Bachelor,62015,Good,Yes,1963-05-10,2022-03-17
00-66581473,Joshua,Shea,Male,New York,Rochester,2017-06-19,Sales,Sales Consultant,Bachelor,107118,Good,Yes,1978-07-05,2016-02-12
00-20993268,Cynthia,Vasquez,Male,Ohio,Columbus,2019-02-05,Sales,Sales Representative,Bachelor,66306,Good,No,1990-01-22,2022-01-12
00-82399599,Theodore,Ortiz,Female,North Carolina,Greensboro,2016-05-04,Customer Service,Support Specialist,High School,55817,Satisfactory,No,1984-12-10,2023-09-15
00-56970882,Elizabeth,Hodge,Male,New York,Buffalo,2017-05-09,IT,System Administrator,Bachelor,72599,Good,No,1985-03-22,2024-05-28
00-19209801,Robert,Simpson,Male,New York,Rochester,2023-09-15,Sales,Sales Specialist,Bachelor,88226,Good,Yes,2002-11-11,2023-01-16
00-97477029,Sierra,Cervantes,Female,New York,Rochester,2015-08-02,Sales,Sales Specialist,Master,61309,Good,No,2002-03-27,2016-10-06
00-14164775,Benjamin,Miller,Female,New York,New York City,2024-04-08,HR,HR Assistant,High School,56774,Satisfactory,Yes,1997-02-08,2021-05-14
00-36757737,Marcus,Cordova,Female,New York,Buffalo,2023-06-06,Marketing,Content Creator,Bachelor,57909,Good,No,1985-05-17,2019-10-01
00-93394260,Michelle,Bryan,Male,New York,Rochester,2017-01-01,Customer Service,Customer Service Representative,Bachelor,64456,Satisfactory,No,1997-06-25,2017-03-24
00-26941092,Diane,Daniels,Male,New York,New York City,2019-06-10,IT,Software Developer,Bachelor,101680,Excellent,No,1976-10-27,2016-08-19
00-25353091,Brian,Stone,Female,Ohio,Cincinnati,2020-08-29,Operations,Inventory Specialist,High School,63135,Good,Yes,1987-02-22,2020-09-24
00-39254705,Katherine,Garrett,Male,New York,New York City,2019-10-23,IT,System Administrator,Bachelor,103342,Needs Improvement,No,1986-12-28,2023-04-30
00-44392446,Brett,Adams,Male,New York,Rochester,2022-02-20,Finance,Financial Analyst,Bachelor,78620,Excellent,No,1980-01-08,2024-08-13
00-32520277,Sara,Kim,Male,Pennsylvania,Allentown,2021-09-29,Sales,Sales Representative,Bachelor,80876,Good,No,1976-12-07,2023-07-11
00-25372341,Todd,Johnson,Female,New York,Buffalo,2023-09-02,Operations,Logistics Coordinator,Bachelor,55638,Satisfactory,No,1997-06-13,2022-01-06
00-31980274,Chelsea,Allen,Male,New York,New York City,2024-03-02,IT,IT Support Specialist,High School,62887,Good,No,1965-04-27,2023-03-30
00-24508768,Lance,Smith,Male,New York,Rochester,2020-06-07,Marketing,Content Creator,Bachelor,63869,Excellent,No,2000-06-13,2015-01-14
00-51870192,Christopher,Gay,Male,New York,New York City,2020-12-20,Customer Service,Support Specialist,Bachelor,70470,Good,No,1977-12-10,2019-10-04
00-60372847,Daniel,Valentine,Male,Michigan,Detroit,2019-09-09,IT,System Administrator,Bachelor,81161,Good,Yes,1981-08-02,2015-08-03
00-36619372,Marilyn,Jimenez,Female,New York,Rochester,2016-10-05,Sales,Sales Consultant,PhD,82743,Satisfactory,Yes,1963-02-06,2022-06-13
00-94187049,Kelly,Thornton,Male,New York,New York City,2017-06-11,Customer Service,Customer Service Representative,High School,55657,Excellent,No,1989-04-08,2022-12-08
00-50477742,Mary,Baird,Male,New York,New York City,2023-04-05,IT,Software Developer,Master,84792,Satisfactory,No,1989-04-15,2016-04-02
00-90585882,Stephen,Thomas,Female,New York,New York City,2023-03-16,Sales,Sales Consultant,Bachelor,84385,Satisfactory,No,2002-12-05,2018-07-14
00-85958181,Sandra,Romero,Female,New York,Buffalo,2023-12-08,Customer Service,Customer Service Manager,PhD,89576,Excellent,No,1977-10-18,2024-02-13
00-56600900,Derek,Jones,Male,Pennsylvania,Philadelphia,2020-10-27,Marketing,Marketing Manager,Bachelor,116336,Satisfactory,No,1978-09-05,2019-11-01
00-98787891,Kristy,Perry,Female,New York,Buffalo,2018-12-29,Customer Service,Help Desk Technician,High School,73863,Satisfactory,No,1988-09-27,2021-02-16
00-77908907,Kristin,Adams,Male,New York,Buffalo,2021-01-01,Operations,Logistics Coordinator,Bachelor,59993,Good,Yes,1997-04-02,2016-03-21
